"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"SULT1A1",5667.31161292627,-0.787784894003483,0.227982416113339,-3.45546339684305,0.000549347775322948,0.0606809552621729
"PKD1L2",122.944783691914,-0.782860871534234,0.318186757670961,-2.4603816867319,0.0138789324444113,0.237316854150104
"NXF5",9.89207982237801,-0.782737570593944,0.354798899907062,-2.20614429976806,0.0273738977998284,0.310212150966413
"C6orf165",7.68105136359874,-0.781446826061636,0.398321176967281,-1.96185106704941,0.0497798262127149,0.382029615802906
"MT1G",20520.5232370332,-0.780174942099778,0.320112454838277,-2.43719021333902,0.0148018909381144,0.245045393801007
"GRIK5",8.37482788726458,-0.777370795270973,0.331979470676041,-2.3416230940062,0.0192000934165384,0.268006221388359
"LOC643699",55.4760008699279,-0.776687307206007,0.245757227398243,-3.16038439816627,0.00157561115505394,0.0911302173002055
"MOV10L1",23.081094919643,-0.775963561463918,0.263244223245118,-2.94769454728503,0.00320153232214019,0.124814562460096
"MT1A",369.065331353224,-0.773382030467445,0.264594470967101,-2.92289565855518,0.00346792707412342,0.128546048526065
"FITM1",216.257244316329,-0.772585550718064,0.219377455257005,-3.52171808088924,0.000428759845148682,0.0562297041394939
"WASH3P",292.749456173649,-0.769160332711614,0.177953772250568,-4.32224798038333,1.54447455748144e-05,0.00983418268269617
"LINC00939",485.099014672339,-0.767902427109353,0.219396350551762,-3.50006928181871,0.000465137250642395,0.0562544460284223
"CYP2G1P",20.3958999804827,-0.767086640849463,0.351526182487978,-2.18216075804168,0.0290976703536198,0.315063734470984
"LOC100506085",89.5744281348747,-0.758380242498124,0.252401130628544,-3.0046626202092,0.00265875586200935,0.114126750978323
"LINC00612",7.50582493637527,-0.757838559254969,0.352669981590521,-2.14886040438475,0.0316454673908028,0.325667305524268
"IZUMO4",89.9216613606611,-0.755302006505635,0.190098190141783,-3.97322039700799,7.09073824657946e-05,0.0267014640926307
"FUT6",237.774398689311,-0.75423854451991,0.246877549955095,-3.05511191542973,0.00224976553868327,0.105898764802395
"LOC100506229",7091.47094444062,-0.750258243750779,0.218462349405341,-3.43426794499372,0.000594156560076272,0.0616890035455598
"AK096335",26.8910768902385,-0.748786238632841,0.252554098518983,-2.96485482921814,0.00302825793457703,0.121180756738772
"AK125212",20.6815950258495,-0.747700410083145,0.326014563531499,-2.29345708358487,0.0218217034419884,0.285370011310422
"GPR162",154.732489658452,-0.747254388987743,0.250303255114187,-2.98539620927762,0.00283211229952799,0.116729524106665
"CYP2D7P1",1456.43917136679,-0.742624022519103,0.251623055694402,-2.95133536340575,0.00316403172680127,0.123935795937046
"ZNF676",14.1497680511698,-0.742316722986581,0.300076456128202,-2.4737586299321,0.0133699992114401,0.232696971569697
"DIO3AS",83.500029350591,-0.73468769769623,0.318573836514843,-2.3061771353656,0.0211007366325672,0.278753624203796
"AX747833",24.5054478949711,-0.732860369729337,0.23770547629772,-3.0830605215483,0.00204883482491971,0.101943376018302
"AASS",7969.86969560861,-0.730746364107837,0.252267504776483,-2.89671222124031,0.00377095494063552,0.132938196619979
"CDH23",839.458757310254,-0.729602951751303,0.220099055942595,-3.31488451246058,0.000916809931581935,0.0723536834066729
"D28408",65.1246446988137,-0.729180589630759,0.247995219846425,-2.94030098677836,0.00327893561963887,0.125858996692182
"HSD3B2",27.654980840953,-0.726437913831492,0.220346183589906,-3.29680279456753,0.000977921391717642,0.0743265116484845
"AF420437",18.1906677417589,-0.725272071553094,0.350939535487583,-2.06665820807401,0.0387663717718145,0.345705729731707
"AL137655",24.3218056828642,-0.723018552440326,0.312144078333399,-2.31629751331715,0.0205420300263387,0.275372892804536
"C1orf228",225.636437372451,-0.72264556774145,0.205146107998728,-3.52258970346115,0.000427352392429861,0.0562297041394939
"IGSF23",284.343269915677,-0.722519805786317,0.25103762073205,-2.87813357886112,0.00400035709712616,0.137514350087725
"TRPC5",119.974778273369,-0.722039037934454,0.165323351263353,-4.36743528616399,1.25714027275805e-05,0.0088854944457083
"SNORA70F",13.8783206625301,-0.721359340287012,0.3295595539681,-2.18885883173891,0.0286071020947237,0.313589816476449
"BC069694",52.6646056726233,-0.721177151594895,0.34598054934404,-2.08444420636422,0.0371197803019417,0.340707936753397
"AX746622",12.8021456061282,-0.719331767746993,0.290763200847174,-2.47394362715479,0.0133630780765058,0.232696971569697
"RNF152",306.087678992071,-0.717522839146904,0.255672567414261,-2.80641308687731,0.00500964248226782,0.151745459394324
"EPB41L1",828.674288970575,-0.716936931827701,0.344131865926037,-2.08332038620855,0.0372220297221597,0.340707936753397
"CCDC40",55.1622211008441,-0.714962503114161,0.21565582098589,-3.31529424916816,0.000915467054091388,0.0723536834066729
"GOLGA6B",111.559286652261,-0.713366816285019,0.280635041441558,-2.54197342078386,0.0110228555416564,0.211876674558822
"MIR7",14.8030523382796,-0.71223308807454,0.280886325228421,-2.53566309251738,0.0112234653139724,0.212770705706189
"KIAA0913",29.0000693154575,-0.712099350436097,0.266313850851678,-2.67391030604975,0.00749725005018843,0.181699668151495
"GNRH2",13.0594171417982,-0.711761250558112,0.357442976536307,-1.99125817901143,0.0464525106638155,0.370747422537938
"ESPNP",44.9012904150799,-0.708446670527571,0.250240562312677,-2.83106249434639,0.00463936553187455,0.148090745225218
"GPT",2298.96549834942,-0.70840861929168,0.180541228121421,-3.923805253032,8.71612030042857e-05,0.0293080092534339
"NLRP14",38.8157995289195,-0.705314523539856,0.271765892533338,-2.5953018495628,0.00945078793333692,0.198513194231162
"GHRLOS",29.0376566909014,-0.705250755374925,0.315901181623078,-2.23250432857325,0.0255816494631549,0.304280222508983
"AK055656",9.97460832467126,-0.703629885342758,0.32253083646293,-2.18158949717551,0.0291398427176632,0.315063734470984
"MT1F",4616.13568037229,-0.702943838855816,0.336821941709877,-2.08698944993702,0.036889088220887,0.340320324460956
"BX648926",7.8207487669361,-0.699184132031032,0.331483553851573,-2.10925737915825,0.0349223715346121,0.33719625521969
"PHYHIP",25.2299944150452,-0.698286807174585,0.288760360869803,-2.41822251873909,0.01559653590467,0.249836943118545
"DRD1",83.5652827411392,-0.697242423325554,0.201962806896254,-3.45233082289116,0.000555765866748611,0.0609764781727682
"CELSR1",322.527571712277,-0.696977094907081,0.197351655512873,-3.53165061167484,0.000412974610139297,0.0562297041394939
"NUP62CL",30.7203856916201,-0.696621779649875,0.264481093072104,-2.63391901310676,0.00844056179062033,0.189244476737197
"AX747197",14.5268741031857,-0.696185873484596,0.32549390438862,-2.13885994206943,0.032447013111051,0.328615256868585
"MIR1295B",223.794857214762,-0.695422526458006,0.210797385892284,-3.29900925248362,0.000970267131863092,0.0743265116484845
"LOC100507489",32.1994121274937,-0.6945456604461,0.209895781542521,-3.30900247418931,0.00093629009705432,0.0731763708400614
"MRPS24",13.4990508206437,-0.69342378965691,0.305852974903485,-2.26718013737066,0.0233792236893319,0.296154707422431
"ASB9",587.841582593816,-0.69120345162955,0.299119890951231,-2.31079066467782,0.0208444204042838,0.277573227597918
"MTMR7",25.7037545964725,-0.686617800410248,0.249553522985185,-2.75138492214758,0.00593438662931627,0.163986634567212
"GADD45G",538.778044618982,-0.686066582695127,0.216267142763442,-3.17231075386039,0.0015123108817625,0.0891725231313983
"LOC100133957",26.0402479289444,-0.68305199166298,0.199464721390049,-3.4244250657603,0.000616101726555006,0.0616890035455598
"ACVR1C",155.903922818662,-0.682113505252483,0.22239868034774,-3.06707532700256,0.00216164375890669,0.105127395742706
"CSRNP3",152.45768169365,-0.681839349247924,0.252121404568744,-2.70440881611863,0.00684260467487637,0.173621924744298
"AK301549",22.040601423564,-0.681031758801903,0.320275372874369,-2.12639439832623,0.0334704338004915,0.331582554113403
"ONECUT1",476.281646365095,-0.679911252248941,0.17005640899408,-3.99815129738869,6.38391420435853e-05,0.0267014640926307
"AK126380",109.098207498117,-0.679864360247792,0.299180521020366,-2.27242187402138,0.0230610417860222,0.293418856256553
"LIME1",15.5522195383459,-0.678295374385843,0.287384843073998,-2.36023364047487,0.0182634285109338,0.264081005801498
"SSUH2",24.468651973388,-0.673692436858329,0.338171330780695,-1.99216307101804,0.0463531686333971,0.3703113071778
"DCT",13.5344761369891,-0.673477823757106,0.3298803918524,-2.0415818593378,0.0411930262688203,0.35309221533786
"SNORA63",13.4668260000891,-0.669290533110201,0.332663877805838,-2.0119122566738,0.0442291871485393,0.363853017734809
"SLC16A4",303.234747813222,-0.665036020415899,0.210605270467421,-3.15773683602461,0.00158999022722158,0.0911576057952749
"LOC100996255",47.2492535748888,-0.66478562486836,0.200225184957817,-3.32018984029614,0.000899562542569929,0.0723536493584522
"UGT1A3",236.816119938104,-0.66466162372275,0.295235882058502,-2.25129011788291,0.0243671682950896,0.30051932923936
"BSN",132.588941589017,-0.663020023764064,0.167533355581277,-3.95754040419972,7.57254814772756e-05,0.0272759891868909
"SLC23A2",7276.24848408679,-0.662014197389279,0.220593010081325,-3.00106606798292,0.00269036185595538,0.114888158740527
"SLC22A24",11.0381641178941,-0.661810460851934,0.328993946422678,-2.01161896152845,0.0442601190372637,0.363853017734809
"MKX",18.7765039312732,-0.660987715930728,0.307513629963513,-2.14945827282243,0.0315980904089527,0.325387669351111
"CYP4Z1",31.2434277510736,-0.658106110601171,0.317095013123215,-2.07542245498969,0.0379473988497129,0.342783562998883
"SPTBN4",33.0336261176448,-0.656325559934511,0.193421418697399,-3.39324137086033,0.000690707475964152,0.064657243894068
"SNX29P2",342.891723450464,-0.656038482646504,0.191359596938047,-3.42830196731078,0.000607369473278584,0.0616890035455598
"CMAHP",441.525537538065,-0.655530839624216,0.301054421820884,-2.17744963073232,0.0294470360716339,0.315187518214684
"C11orf85",26.6026481686596,-0.652459495271069,0.268967139933231,-2.425796308921,0.0152748407465776,0.248276754082984
"NFKBIZ",1291.78976179678,-0.648127209110485,0.221128265752963,-2.93100118568537,0.00337871491898853,0.127521474926471
"CYP3A4",116878.926741785,-0.647435758620228,0.223994004181918,-2.89041557600984,0.00384732853986868,0.134486047630979
"PCK1",45513.9020295342,-0.644763978187541,0.272528006343943,-2.36586318902513,0.017988090265099,0.263889863127868
"LOC100505912",26.0660739690272,-0.64466825554382,0.262894865159495,-2.45219036572931,0.0141989521763695,0.239574784735506
"HBT8",128.749201632235,-0.644586373955556,0.207924293841623,-3.10010130151766,0.001934544662895,0.0999377203863363
"ZBTB20",131.776676162426,-0.644428053730586,0.264684115963374,-2.43470618319899,0.0149038861306502,0.245958654680023
"SLC16A10",436.359376083062,-0.643314479145165,0.188458832576483,-3.413554410532,0.000641213533242139,0.0634352784117043
"TMTC1",478.255094016341,-0.639810485744288,0.175666668982511,-3.64218488032004,0.00027033380219337,0.0480811415268646
"AK311356",29.4177955430888,-0.638478708534346,0.226849669452753,-2.81454546561428,0.00488462675793068,0.15099511334357
"POLR2J2",237.961636637439,-0.636525022412766,0.285840036022996,-2.22685748039003,0.0259568003390703,0.305881808594373
"NEURL",30.1749177630957,-0.636506129002695,0.271424659221577,-2.34505638075825,0.019024202570637,0.267582353474435
"GOLGA8T",16.2731941504723,-0.633863821920978,0.272037539639468,-2.33006011876537,0.0198029738855012,0.271180964659956
"BC023651",21.4888958935768,-0.633621812425604,0.233286851261454,-2.71606311714276,0.00660633221332932,0.170498938384196
"AK057719",275.297116125498,-0.631262491609021,0.237647932964957,-2.65629279301202,0.00790049862331928,0.183999544920476
"KCND3",363.33674145784,-0.631208066503487,0.141848330425233,-4.44988012626762,8.59182320111605e-06,0.00677894850568056
"AK123332",41.9591696262094,-0.630948544682213,0.287205107372023,-2.19685697951371,0.0280306621468733,0.312543769254067
"LOC100507053",70.7251345327442,-0.629405705372095,0.179402331188916,-3.50834741778976,0.00045089979986062,0.0562297041394939
"C14orf80",65.495942052302,-0.628782408065324,0.269241029397574,-2.33538851590422,0.0195231338106093,0.270241273273171
"NOXRED1",20.7122341355418,-0.628668735960003,0.283006298015579,-2.22139486070871,0.0263242288207408,0.306727248474581
"RFNG",35.0842005740078,-0.626877041186206,0.235177465926374,-2.6655489237326,0.00768627470016738,0.182985086658904
"AK311131",37.7300161087498,-0.626491669357053,0.197446779288456,-3.17296474328301,0.00150890846890109,0.0891725231313983
"AK054753",21.0601159581414,-0.624688501338384,0.247224231818079,-2.52680935337303,0.0115103966818462,0.216230858478101
"MIR647",22.2349922651835,-0.62306203899867,0.22055846029729,-2.82492921903267,0.00472910615350757,0.148966843835489
"YJEFN3",17.883091429753,-0.621613301396986,0.267698711284641,-2.32206310749113,0.0202295378137593,0.273842493493609
"TRABD2B",526.977730648412,-0.620321113957837,0.226479935637624,-2.73896719464974,0.00616325229350052,0.164018968809553
"CHIC1",135.82332931731,-0.619645007497318,0.240024979732303,-2.5815855007608,0.00983476266346439,0.200972679618005
"ZNF460",57.9698988510799,-0.618969823066449,0.212738134307845,-2.90953864515312,0.00361962634308457,0.131085079707469
"SDHAP2",272.366570060285,-0.616118071039798,0.195969121854549,-3.14395484966805,0.00166681154849944,0.0926089457754935
"ANO7",36.3697255790226,-0.610371230956189,0.235322143467277,-2.59376878844836,0.0094930303221798,0.198849582058403
"MT1E",12122.1274331449,-0.609126131065881,0.206783527999515,-2.94571882469919,0.00322205148507878,0.125026161724286
"SCARNA17",58.8968765933985,-0.608357571998806,0.254292141503689,-2.3923569497722,0.0167405524846539,0.259327388235356
"LOC100288069",54.9535025666226,-0.607828426944362,0.247343260081979,-2.45742870350664,0.0139935584040695,0.237560726636299
"AK056182",10.4107160154511,-0.606505203402287,0.291763391455239,-2.07875703794502,0.037639687497592,0.342031805454775
"STK31",22.7192711493128,-0.603983229328888,0.253907222484912,-2.37875560772903,0.017371188697737,0.260945807373349
"PRIMA1",38.4830427513294,-0.602593223462998,0.273327587929698,-2.20465569548724,0.0274782642917154,0.3103526660187
"SRCRB4D",68.9558594401534,-0.600717778925953,0.273043787996034,-2.20007854174173,0.0278013230357953,0.311916581738133
"ZNF192P1",29.2503721795902,-0.59958058526979,0.27565787469793,-2.17508963212757,0.0296234002525385,0.316053929336456
"BC052775",31.7113657258109,-0.598558142723406,0.256367355591525,-2.33476739400901,0.0195555754103648,0.270359924812062
"DIRAS3",147.109102542954,-0.598483290769095,0.225410803163656,-2.65507811679539,0.00792900447059084,0.183999544920476
"DQ574505",12.8514771861204,-0.597970661342899,0.298973602029265,-2.00007845938307,0.0454917923652081,0.36735690588461
"BC034020",32.6076201713131,-0.597799201987476,0.220905475139038,-2.70613121567594,0.00680721428934968,0.173254583041835
"AK097722",18.6893931092769,-0.596655281958551,0.275785852292991,-2.16347313322176,0.0305048079721751,0.320503591180069
